flora,flɔra
gadom,ɡadɔm
siałaś,ɕawaɕ
kolos,kɔlɔs
maskowanie,maskɔvaɲɛ
todze,tɔd͡zɛ
słowińskiego,swɔviɲskjɛɡɔ
autorstwo,awtɔrstfɔ
wiślany,viɕlanɨ
zimniewicz,ʑimɲɛvit͡ʂ
lalusiami,laluɕami
popieranie,pɔpjɛraɲɛ
argentyńscy,arɡɛntɨɲst͡sɨ
oranżeria,ɔranʐɛrja
powiel,pɔvjɛl
pytanko,pɨtaŋkɔ
dyfrakcja,dɨfrakt͡sja
wyrka,vɨrka
pożoga,pɔʐɔɡa
promieniowaniom,prɔmjɛɲɔvaɲɔm
hopel,xɔpɛl
geograficzny,ɡɛɔɡrafit͡ʂnɨ
odrę,ɔdrɛ
rojowiec,rɔjɔvjɛt͡s
wizytówkom,vizɨtufkɔm
szantażowalibyście,ʂantaʐɔvalibɨɕt͡ɕɛ
morawy,mɔravɨ
arakowy,arakɔvɨ
turkmeńskie,turkmɛɲskjɛ
jantarowy,jantarɔvɨ
dzikim,d͡ʑikim
drylował,drɨlɔvaw
zostawiałam,zɔstavjawam
ziajać,ʑajat͡ɕ
posępniejszego,pɔsɛmpɲɛjʂɛɡɔ
posłuchalibyście,pɔswuxalibɨɕt͡ɕɛ
burczy,burt͡ʂɨ
brodzki,brɔt͡ski
podczep,pɔtt͡ʂɛp
seniora,sɛɲɔra
rosyjskich,rɔsɨjskix
burką,burkɔw̃
andryszczak,andrɨʂt͡ʂak
obejrzenie,ɔbɛjʐɛɲɛ
tańcach,taɲt͡sax
rosiczko,rɔɕit͡ʂkɔ
wpieprzanie,fpjɛpʂaɲɛ
alasz,alaʂ
łamiącą,wamjɔnt͡sɔw̃
księżyc,kɕɛw̃ʐɨt͡s
matysik,matɨɕik
wycieraczki,vɨt͡ɕɛrat͡ʂki
rdest,rdɛst
pęcino,pɛɲt͡ɕinɔ
wais,vais
lawenda,lavɛnda
grę,ɡrɛ
zamykalibyśmy,zamɨkalibɨɕmɨ
trupach,trupax
chłopiątko,xwɔpjɔntkɔ
wypuść,vɨpuɕt͡ɕ
prądem,prɔndɛm
archiwizacją,arxivizat͡sjɔw̃
fideikomisariusz,fidɛikɔmisarjuʂ
uprawnienie,upravɲɛɲɛ
nuuk,nuuk
trawieniem,travjɛɲɛm
żmija,ʐmija
miałką,mjawkɔw̃
klopa,klɔpa
uczucia,ut͡ʂut͡ɕa
achtel,axtel
spadek,spadɛk
kupował,kupɔvaw
hokeista,xɔkɛista
wycyganić,vɨt͡sɨɡaɲit͡ɕ
spuście,spuɕt͡ɕɛ
błędny,bwɛndnɨ
okradające,ɔkradajɔnt͡sɛ
kacap,kat͡sap
kahał,kaxaw
moratoria,mɔratɔrja
lałem,lawɛm
życzyć,ʐɨt͡ʂɨt͡ɕ
chętnych,xɛntnɨx
łabądź,wabɔɲt͡ɕ
wyłupić,vɨwupit͡ɕ
palemka,palɛmka
rzeczach,ʐɛt͡ʂax
zapraszacie,zapraʂat͡ɕɛ
rwanie,rvaɲɛ
przybliżony,pʂɨbliʐɔnɨ
cierpliwiej,t͡ɕɛrplivjɛj
klukowska,klukɔfska
słomba,swɔmba
wojtalewicz,vɔjtalɛvit͡ʂ
jodłowałybyście,jɔdwɔvawɨbɨɕt͡ɕɛ
denerwujący,dɛnɛrvujɔnt͡sɨ
zamarzaliby,zamarzalibɨ
barwność,barvnɔɕt͡ɕ
płaskiego,pwaskjɛɡɔ
panteiści,pantɛiɕt͡ɕi
życzliwość,ʐɨt͡ʂlivɔɕt͡ɕ
packo,pat͡skɔ
bułeczkom,buwɛt͡ʂkɔm
grzybieć,ɡʐɨbjɛt͡ɕ
cenił,t͡sɛɲiw
baronia,barɔɲa
kamionka,kamjɔŋka
dybała,dɨbawa
kaszubskimi,kaʂupskimi
nimfomankę,ɲimfɔmaŋkɛ
federacja,fɛdɛrat͡sja
islamskiej,islamskjɛj
dodają,dɔdajɔw̃
oprowadzali,ɔprɔvad͡zali
wstęp,fstɛmp
szeherezada,ʂɛxɛrɛzada
pilnowałybyście,pilnɔvawɨbɨɕt͡ɕɛ
kopmy,kɔpmɨ
austriacką,awstrjat͡skɔw̃
traconych,trat͡sɔnɨx
żyletko,ʐɨlɛtkɔ
wymagajcie,vɨmaɡajt͡ɕɛ
rarytas,rarɨtas
przeszkadzałbym,pʂɛʂkad͡zawbɨm
wiośnie,vjɔɕɲɛ
harowanie,xarɔvaɲɛ
dziewiętnastym,d͡ʑɛvjɛntnastɨm
przewędrowywać,pʂɛvɛndrɔvɨvat͡ɕ
skrajny,skrajnɨ
chłonie,xwɔɲɛ
zapalam,zapalam
przypominać,pʂɨpɔminat͡ɕ
opatentowało,ɔpatɛntɔvawɔ
śniadanie,ɕɲadaɲɛ
publikować,publikɔvat͡ɕ
uświadamianie,uɕfjadamjaɲɛ
zakrzepica,zakʂɛpit͡sa
durkalec,durkalɛt͡s
lubelskie,lubɛlskjɛ
wicha,vixa
maćki,mat͡ɕki
odśnieżałoby,ɔtɕɲɛʐawɔbɨ
żaróweczkom,ʐaruvɛt͡ʂkɔm
mezuza,mɛzuza
drugiego,druɡjɛɡɔ
osiemu,ɔɕɛmu
kurek,kurɛk
groch,ɡrɔx
bełkotanie,bɛwkɔtaɲɛ
katarakt,katarakt
żoch,ʐɔx
samogłoskę,samɔɡwɔskɛ
kucom,kut͡sɔm
pareidolii,parɛidɔlji
kito,kitɔ
dziewiąci,d͡ʑɛvjɔɲt͡ɕi
najgłębszego,najɡwɛmpʂɛɡɔ
siał,ɕaw
rekombinacja,rɛkɔmbinat͡sja
fonon,fɔnɔn
welociraptor,vɛlɔt͡siraptɔr
czekałby,t͡ʂɛkawbɨ
centuś,t͡sɛntuɕ
żałowałyśmy,ʐawɔvawɨɕmɨ
zarazami,zarazami
wycięły,vɨt͡ɕɛwɨ
płaskiej,pwaskjɛj
rywalizacji,rɨvalizat͡sji
znajdziesz,znajd͡ʑɛʂ
uwielbialiby,uvjɛlbjalibɨ
owłosiony,ɔvwɔɕɔnɨ
radziszewski,rad͡ʑiʂɛfski
burym,burɨm
kulturyści,kulturɨɕt͡ɕi
pesymistkami,pɛsɨmistkami
znaczny,znat͡ʂnɨ
sterylizacja,stɛrɨlizat͡sja
religijny,rɛliɡijnɨ
pierwszymi,pjɛrfʂɨmi
mułem,muwɛm
dziergas,d͡ʑɛrɡas
bydłu,bɨdwu
kamiennych,kamjɛnnɨx
najurodziwszy,najurɔd͡ʑifʂɨ
pniu,pɲu
szukana,ʂukana
nagradzałyśmy,naɡrad͡zawɨɕmɨ
zielny,ʑɛlnɨ
kwintal,kfintal
odbywać,ɔdbɨvat͡ɕ
dynamik,dɨnamik
wątroba,vɔntrɔba
amerykańsku,amɛrɨkaɲsku
batialny,batjalnɨ
maturalny,maturalnɨ
wrzeciono,vʐɛt͡ɕɔnɔ
cywilizacją,t͡sɨvilizat͡sjɔw̃
ósmą,usmɔw̃
słoniemu,swɔɲɛmu
objechanie,ɔbjɛxaɲɛ
śmiertelną,ɕmjɛrtɛlnɔw̃
wzlot,vzlɔt
zaanonsować,zaanɔw̃sɔvat͡ɕ
spis,spis
kociczka,kɔt͡ɕit͡ʂka
rzepny,ʐɛpnɨ
salmonella,salmɔnɛlla
balansowy,balansɔvɨ
kolenie,kɔlɛɲɛ
wesół,vɛsuw
żory,ʐɔrɨ
uwagą,uvaɡɔw̃
błądź,bwɔɲt͡ɕ
zdefraudować,zdɛfrawdɔvat͡ɕ
podejrzewające,pɔdɛjʐɛvajɔnt͡sɛ
omawiać,ɔmavjat͡ɕ
pingwinią,piŋɡviɲɔw̃
siołem,ɕɔwɛm
najbrunatniejszy,najbrunatɲɛjʂɨ
ostrzegać,ɔstʂɛɡat͡ɕ
przybranie,pʂɨbraɲɛ
łyżew,wɨʐɛf
zaporom,zapɔrɔm
osobistość,ɔsɔbistɔɕt͡ɕ
polskim,pɔlskim
niespodziewanie,ɲɛspɔd͡ʑɛvaɲɛ
płotkarz,pwɔtkaʂ
ipa,ipɛa
srebrnowłosy,srɛbrnɔvwɔsɨ
aktorek,aktɔrɛk
żywym,ʐɨvɨm
nieprzezornie,ɲɛpʂɛzɔrɲɛ
desygnat,dɛsɨɡnat
poskramiacz,pɔskramjat͡ʂ
statystom,statɨstɔm
niskorosły,ɲiskɔrɔswɨ
tyle,tɨlɛ
zagram,zaɡram
heder,xɛdɛr
tonia,tɔɲa
bezchmurnie,bɛsxmurɲɛ
nowoszkolny,nɔvɔʂkɔlnɨ
delegata,dɛlɛɡata
ukraina,ukraina
biuścik,bjuɕt͡ɕik
pościel,pɔɕt͡ɕɛl
nieprzebierny,ɲɛpʂɛbjɛrnɨ
złotook,zwɔtɔɔk
kamienieć,kamjɛɲɛt͡ɕ
litewszczyzna,litɛfʂt͡ʂɨzna
szczurzą,ʂt͡ʂuʐɔw̃
zagaj,zaɡaj
bachnęłybyśmy,baxnɛwɨbɨɕmɨ
urwać,urvat͡ɕ
depresję,dɛprɛsjɛ
pustelniczo,pustɛlɲit͡ʂɔ
opowiadający,ɔpɔvjadajɔnt͡sɨ
pofruwanie,pɔfruvaɲɛ
okrzyn,ɔkʂɨn
mytom,mɨtɔm
wojdałowicz,vɔjdawɔvit͡ʂ
obij,ɔbij
własną,vwasnɔw̃
bibliograf,bibljɔɡraf
przeprawie,pʂɛpravjɛ
laskimi,laskimi
zejściówka,zɛjɕt͡ɕufka
docieranie,dɔt͡ɕɛraɲɛ
kozibród,kɔʑibrut
zgwałcić,zɡvawt͡ɕit͡ɕ
betonowano,bɛtɔnɔvanɔ
prozelitka,prɔzɛlitka
złamaniec,zwamaɲɛt͡s
autoironizowało,awtɔirɔɲizɔvawɔ
wyprawienie,vɨpravjɛɲɛ
kierowałem,kjɛrɔvawɛm
otrzymam,ɔtʂɨmam
ongiś,ɔŋɡiɕ
różnoząb,ruʐnɔzɔmp
obalało,ɔbalawɔ
elita,ɛlita
wpłatę,fpwatɛ
rozmawiający,rɔzmavjajɔnt͡sɨ
musiały,muɕawɨ
skałowron,skawɔvrɔn
wietnamskim,vjɛtnamskim
mordowałaby,mɔrdɔvawabɨ
oliwić,ɔlivit͡ɕ
zabłotowicz,zabwɔtɔvit͡ʂ
miejscowy,mjɛjst͡sɔvɨ
uszną,uʂnɔw̃
macierzyńskich,mat͡ɕɛʐɨɲskix
zaaprowidowalibyśmy,zaaprɔvidɔvalibɨɕmɨ
opowieści,ɔpɔvjɛɕt͡ɕi
symulować,sɨmulɔvat͡ɕ
dziękują,d͡ʑɛŋkujɔw̃
rusinowicz,ruɕinɔvit͡ʂ
kontrdemonstracja,kɔndrdɛmɔnstrat͡sja
bazylea,bazɨlɛa
pisuar,pisuar
fioletowym,fjɔlɛtɔvɨm
spoczynek,spɔt͡ʂɨnɛk
odkupiciel,ɔtkupit͡ɕɛl
basiura,baɕura
sinkiewicz,ɕiŋkjɛvit͡ʂ
atoli,atɔli
lichy,lixɨ
maj,maj
uodparniać,uɔtparɲat͡ɕ
rysowaliby,rɨsɔvalibɨ
pasano,pasanɔ
tułał,tuwaw
smoliniec,smɔliɲɛt͡s
zadrę,zadrɛ
podrywam,pɔdrɨvam
przeanalizujcie,pʂɛanalizujt͡ɕɛ
niesamowita,ɲɛsamɔvita
broll,brɔll
posiadam,pɔɕadam
wspominam,fspɔminam
fikcyjny,fikt͡sɨjnɨ
błotnik,bwɔtɲik
właz,vwas
usynowienie,usɨnɔvjɛɲɛ
konały,kɔnawɨ
kapok,kapɔk
anestetysta,anɛstɛtɨsta
formella,fɔrmɛlla
absorberze,apsɔrbɛʐɛ
adhortacyjny,atxɔrtat͡sɨjnɨ
cię,t͡ɕɛ
błachuta,bwaxuta
mówka,mofka
dziękujemy,d͡ʑɛŋkujɛmɨ
spalono,spalɔnɔ
muchach,muxax
uświęcenie,uɕfjɛnt͡sɛɲɛ
przyjaciółką,pʂɨjat͡ɕuwkɔw̃
ekstremów,ɛkstrɛmuf
naiwny,naivnɨ
koszarny,kɔʂarnɨ
łyku,wɨku
opodal,ɔpɔdal
getto,ɡɛttɔ
łamałyśmy,wamawɨɕmɨ
słonecznie,swɔnɛt͡ʂɲɛ
bałuch,bawux
dyliżans,dɨliʐans
dziekoń,d͡ʑɛkɔɲ
bagnem,baɡnɛm
otrzymałyby,ɔtʂɨmawɨbɨ
etiopscy,ɛtjɔpst͡sɨ
borczak,bɔrt͡ʂak
zaspokoić,zaspɔkɔit͡ɕ
suwał,suvaw
gorszego,ɡɔrʂɛɡɔ
bezsiła,bɛsɕiwa
wyaresztować,vɨarɛʂtɔvat͡ɕ
wyglądacie,vɨɡlɔndat͡ɕɛ
dama,dama
stopię,stɔpjɛ
skałą,skawɔw̃
antyoksydant,antɨɔksɨdant
słowiance,swɔvjant͡sɛ
motelik,mɔtɛlik
pomocnik,pɔmɔt͡sɲik
nalewałem,nalɛvawɛm
mitura,mitura
kąkoli,kɔŋkɔli
bazgrała,bazɡrawa
danymi,danɨmi
bilokacją,bilɔkat͡sjɔw̃
kolumb,kɔlump
bawialka,bavjalka
przeanalizowanym,pʂɛanalizɔvanɨm
docinać,dɔt͡ɕinat͡ɕ
rannego,rannɛɡɔ
demontowałbym,dɛmɔntɔvawbɨm
proponowałyście,prɔpɔnɔvawɨɕt͡ɕɛ
świerkosz,ɕfjɛrkɔʂ
przemaczać,pʂɛmɒt͡ʂat͡ɕ
arktyczny,arktɨt͡ʂnɨ
trzeci,tr̝ɛt͡ɕi
deskorolki,dɛskɔrɔlki
błonowy,bwɔnɔvɨ
wierutny,vjɛrutnɨ
myślały,mɨɕlawɨ
miesięczny,mjɛɕɛnt͡ʂnɨ
oswobadzać,ɔsfɔbad͡zat͡ɕ
jemeńskim,jɛmɛɲskim
najduższy,nɒjduʂʂɨ
litościwie,litɔɕt͡ɕivjɛ
bratu,bratu
turczyn,turt͡ʂɨn
koral,kɔral
radzieckimi,rad͡ʑɛt͡skimi
męskorzeczowy,mɛw̃skɔʐɛt͡ʂɔvɨ
mumiami,mumjami
nimbus,ɲimbus
wydatniejszy,vɨdatɲɛjʂɨ
setbol,sɛdbɔl
ucięty,ut͡ɕɛntɨ
bierność,bjɛrnɔɕt͡ɕ
sitowie,ɕitɔvjɛ
życzeniowy,ʐɨt͡ʂɛɲɔvɨ
płodom,pwɔdɔm
tragedia,traɡɛdja
bakalarz,bakalɒʂ
zmywarek,zmɨvarɛk
przepraszałam,pʂɛpraʂawam
bakaliowy,bakaljɔvɨ
mieszkaliby,mjɛʂkalibɨ
darniom,darɲɔm
wysiadać,vɨɕadat͡ɕ
polecałem,pɔlɛt͡sawɛm
regulamin,rɛɡulamin
adamantyn,adamantɨn
pęta,pɛnta
płatać,pwatat͡ɕ
drukarkach,drukarkax
pakistańczyk,pakistaɲt͡ʂɨk
chwiałkiewicz,xfjawkjɛvit͡ʂ
wyświetlenie,vɨɕfjɛtlɛɲɛ
ładowałyśmy,wadɔvawɨɕmɨ
bezpłatnych,bɛspwatnɨx
podejrzewaliby,pɔdɛjʐɛvalibɨ
złai,zwai
opustu,ɔpustu
modlę,mɔdlɛ
mazurować,mazurɔvat͡ɕ
refowała,rɛfɔvawa
ocel,ɔt͡sɛl
szmelc,ʂmɛlt͡s
trzylatek,tʂɨlatɛk
szczoteczki,ʂt͡ʂɔtɛt͡ʂki
etiopskim,ɛtjɔpskim
hucuł,xut͡suw
frędzlach,frɛnd͡zlax
wątły,vɔntwɨ
antyhistaminowy,antɨxistaminɔvɨ
poślubiać,pɔɕlubjat͡ɕ
ambulatoriów,ambulatɔrjuf
anizogamia,aɲizɔɡamja
słówkom,swufkɔm
boryga,bɔrɨɡa
lukianusz,lukjanuʂ
pad,pat
lichowicz,lixɔvit͡ʂ
gładkiewicz,ɡwatkjɛvit͡ʂ
łuczywo,wut͡ʂɨvɔ
lodówko,lɔdufkɔ
obejmowałeś,ɔbɛjmɔvawɛɕ
terier,tɛrjɛr
zbabienie,zbabjɛɲɛ
marnowalibyście,marnɔvalibɨɕt͡ɕɛ
dwójniak,dvujɲak
ekologiczniejszy,ɛkɔlɔɡit͡ʂɲɛjʂɨ
komosa,kɔmɔsa
derwisz,dɛrviʂ
minorowy,minɔrɔvɨ
rozmawialibyśmy,rɔzmavjalibɨɕmɨ
okraj,ɔkraj
nadbudowa,nadbudɔva
numizmatyka,numizmatɨka
niejawne,ɲɛjavnɛ
żartowniś,ʐartɔvɲiɕ
mandarynkom,mandarɨŋkɔm
pracowałybyśmy,prat͡sɔvawɨbɨɕmɨ
reprodukcjach,rɛprɔdukt͡sjax
strzelałyby,stʂɛlawɨbɨ
dokonałabym,dɔkɔnawabɨm
rosyjskiego,rɔsɨjskjɛɡɔ
doniczek,dɔɲit͡ʂɛk
amalgamowanie,amalɡamɔvaɲɛ
przylga,pʂɨlɡa
szczują,ʂt͡ʂujɔw̃
dostosować,dɔstɔsɔvat͡ɕ
zbieraliście,zbjɛraliɕt͡ɕɛ
dizajn,dizajn
sprzątający,spʂɔntajɔnt͡sɨ
najwierniejszy,najvjɛrɲɛjʂɨ
sprzedałyśmy,spʂɛdawɨɕmɨ
tróją,trujɔw̃
blanszownik,blanʂɔvɲik
wojasiewicz,vɔjaɕɛvit͡ʂ
uwodzenie,uvɔd͡zɛɲɛ
cygankiewicz,t͡sɨɡaŋkjɛvit͡ʂ
recytator,rɛt͡sɨtatɔr
dźwignik,d͡ʑviɡɲik
realizowaliśmy,rɛalizɔvaliɕmɨ
ładował,wadɔvaw
animistyczny,aɲimistɨt͡ʂnɨ
ciszę,t͡ɕiʂɛ
szachistach,ʂaxistax
sportowi,spɔrtɔvi
prostylos,prɔstɨlɔs
bęben,bɛmbɛn
zwyciężałeś,zvɨt͡ɕɛw̃ʐawɛɕ
aparycyjny,aparɨt͡sɨjnɨ
ubezpieczeniowy,ubɛspjɛt͡ʂɛɲɔvɨ
hipermarketowy,xipɛrmarkɛtɔvɨ
odtwarzać,ɔttfaʐat͡ɕ
antyludowy,antɨludɔvɨ
pobożnie,pɔbɔʐɲɛ
drzemka,dʐɛmka
diagnozowałby,djaɡnɔzɔvawbɨ
wiernego,vjɛrnɛɡɔ
kolejek,kɔlɛjɛk
motykach,mɔtɨkax
ferm,fɛrm
versus,vɛrsus
sujka,sujka
indiańska,indjaɲska
upokarzałyby,upɔkaʐawɨbɨ
autyk,awtɨk
bangladeskimi,baŋɡladɛskimi
połykałabym,pɔwɨkawabɨm
kłyż,kwɨʂ
dadaistycznie,dadaistɨt͡ʂɲɛ
dyskredytacja,dɨskrɛdɨtat͡sja
jurą,jurɔw̃
przypominała,pʂɨpɔminawa
balowy,balɔvɨ
liszek,liʂɛk
rosłon,rɔswɔn
krzyżmo,kʂɨʐmɔ
napity,napitɨ
oświetlałam,ɔɕfjɛtlawam
akwanauta,akfanawta
mazurczyk,mazurt͡ʂɨk
ciosach,t͡ɕɔsax
potrzebowałaś,pɔtʂɛbɔvawaɕ
jajkach,jajkax
formułowałeś,fɔrmuwɔvawɛɕ
nagła,naɡwa
gasiła,ɡaɕiwa
kalało,kalawɔ
butla,butla
pisankę,pisaŋkɛ
chochla,xɔxla
homoseksualny,xɔmɔsɛksualnɨ
agra,aɡra
miluchno,miluxnɔ
przepranie,pʂɛpraɲɛ
andorskimi,andɔrskimi
czytało,t͡ʂɨtawɔ
ostatecznie,ɔstatɛt͡ʂɲɛ
wykształcanie,vɨkʂtawt͡saɲɛ
troskliwie,trɔsklivjɛ
fryzura,frɨzura
przedwcześnie,pʂɛtft͡ʂɛɕɲɛ
podkreślałoby,pɔtkrɛɕlawɔbɨ
anabioza,anabjɔza
pawtel,paftɛl
łosiach,wɔɕax
rusi,ruɕi
smyła,smɨwa
przesiadać,pʂɛɕadat͡ɕ
głosowałeś,ɡwɔsɔvawɛɕ
starowier,starɔvjɛr
łupkowi,wupkɔvi
kosić,kɔɕit͡ɕ
skopiły,skɔpiwɨ
gąsię,ɡɔɲɕɛ
komtur,kɔmtur
łepetyna,wɛpɛtɨna
wielkość,vjɛlkɔɕt͡ɕ
agencik,aɡɛnt͡ɕik
kowalik,kɔvalik
pokrewieństwo,pɔkrɛvjɛɲstfɔ
styrczula,stɨrt͡ʂula
święconko,ɕfjɛnt͡sɔŋkɔ
sporów,spɔruf
szpinet,ʂpinɛt
bezwładny,bɛzvwadnɨ
zbrojnik,zbrɔjɲik
górnolotność,ɡurnɔlɔtnɔɕt͡ɕ
zmawiać,zmavjat͡ɕ
hałda,xawda
przydatek,pʂɨdatɛk
mało,mawɔ
młynarkiewicz,mwɨnarkjɛvit͡ʂ
szymańska,ʂɨmaɲska
morgiel,mɔrɡjɛl
zegnają,zɛɡnajɔw̃
śmią,ɕmjɔw̃
agapa,aɡapa
białawe,bjawavɛ
zwyciężaliby,zvɨt͡ɕɛw̃ʐalibɨ
zakałapućkać,zakawaput͡ɕkat͡ɕ
dowiezienie,dɔvjɛʑɛɲɛ
legislatywny,lɛɡislatɨvnɨ
wyszyć,vɨʂɨt͡ɕ
refleksyjnie,rɛflɛksɨjɲɛ
zastawia,zastavja
bliskie,bliskjɛ
powikłać,pɔvikwat͡ɕ
kruczkiewicz,krut͡ʂkjɛvit͡ʂ
papała,papawa
suicydolożka,suit͡sɨdɔlɔʂka
graniczny,ɡraɲit͡ʂnɨ
rozbierajcie,rɔzbjɛrajt͡ɕɛ
bojówkarz,bɔjufkaʂ
nabrzmiały,nabʐmjawɨ
całkowici,t͡sawkɔvit͡ɕi
obciążałem,ɔpt͡ɕɔw̃ʐawɛm
fenkach,fɛŋkax
łamanym,wamanɨm
notują,nɔtujɔw̃
lobotomia,lɔbɔtɔmja
skręcanie,skrɛnt͡saɲɛ
lachu,laxu
napletki,naplɛtki
leniuch,lɛɲux
zakrętka,zakrɛntka
lokomotywa,lɔkɔmɔtɨva
celtycka,t͡sɛltɨt͡ska
rzygający,ʐɨɡajɔnt͡sɨ
dylong,dɨlɔŋk
absolwentkach,apsɔlvɛntkax
zdiagnozowało,zdjaɡnɔzɔvawɔ
najbawniejszy,najbavɲɛjʂɨ
warunki,varuŋki
wyszedłem,vɨʂɛdwɛm
sherry,ʂɛrɨ
zaafektować,zaafɛktɔvat͡ɕ
podrywaczka,pɔdrɨvat͡ʂka
żandarm,ʐandarm
upranie,upraɲɛ
mówiłabyś,muviwabɨɕ
trzemy,tʂɛmɨ
czapką,t͡ʂapkɔw̃
barbarzyńskiego,barbaʐɨɲskjɛɡɔ
przekierować,pʂɛkjɛrɔvat͡ɕ
nadmę,nadmɛ
pań,paɲ
mrzeż,mʐɛʂ
prawdę,pravdɛ
emancypantka,ɛmant͡sɨpantka
utnie,utɲɛ
chlałaś,xlawaɕ
łut,wut
piechura,pjɛxura
nieszablonowość,ɲɛʂablɔnɔvɔɕt͡ɕ
akrychina,akrɨxina
abonowałoby,abɔnɔvawɔbɨ
turysto,turɨstɔ
mierni,mjɛrɲi
ściągajcie,ɕt͡ɕɔŋɡajt͡ɕɛ
reglamentacja,rɛɡlamɛntat͡sja
bezwstydnym,bɛsfstɨdnɨm
fresk,frɛsk
miąższy,mjɔw̃ʂʂɨ
modlitwa,mɔdlitfa
europejka,ɛwrɔpɛjka
łasa,wasa
adwenty,advɛntɨ
rankiewicz,raŋkjɛvit͡ʂ
papużce,papuʂt͡sɛ
wir,vir
spasiesz,spaɕɛʂ
zakole,zakɔlɛ
bezplanowy,bɛsplanɔvɨ
rozpusta,rɔspusta
dmuchałaby,dmuxawabɨ
altówek,altuvɛk
zautoryzowano,zawtɔrɨzɔvanɔ
przeziębić,pʂɛʑɛmbit͡ɕ
przeze,pʂɛzɛ
loczek,lɔt͡ʂɛk
okrętownictwo,ɔkrɛntɔvɲit͡stfɔ
błogich,bwɔɡix
przekwitalibyście,pʂɛkfitalibɨɕt͡ɕɛ
płoszy,pwɔʂɨ
uzdrowić,uzdrɔvit͡ɕ
żaglówko,ʐaɡlufkɔ
wyrosły,vɨrɔswɨ
białostocki,bjawɔstɔt͡ski
litu,litu
klimat,klimat
sojusznik,sɔjuʂɲik
dziesięciolatek,d͡ʑɛɕɛɲt͡ɕɔlatɛk
noszach,nɔʂax
nagroda,naɡrɔda
powracanie,pɔvrat͡saɲɛ
menstruacja,mɛnstruat͡sja
colesław,kɔlɛswaf
wąchanie,vɔw̃xaɲɛ
maszerowały,maʂɛrɔvawɨ
pogodę,pɔɡɔdɛ
giś,ɡiɕ
jedenastokąt,jɛdɛnastɔkɔnt
dyspalatalizacjom,dɨspalatalizat͡sjɔm
nowocień,nɔvɔt͡ɕɛɲ
ekwiwalencja,ɛkfivalɛnt͡sja
pisanko,pisaŋkɔ
zwiedzają,zvjɛd͡zajɔw̃
odrodzenie,ɔdrɔd͡zɛɲɛ
dziczek,d͡ʑit͡ʂɛk
maluchnik,maluxɲik
amperomierz,ampɛrɔmjɛʂ
prezenty,prɛzɛntɨ
radosne,radɔsnɛ
prefiks,prɛfiks
analizowałby,analizɔvawbɨ
szkwał,ʂkfaw
kurosz,kurɔʂ
płacenie,pwat͡sɛɲɛ
spałowanie,spawɔvaɲɛ
obejmując,ɔbɛjmujɔnt͡s
mogłabyś,mɔɡwabɨɕ
birbantować,birbantɔvat͡ɕ
soja,sɔja
prutą,prutɔw̃
nawlec,navlɛt͡s
sokowi,sɔkɔvi
wabiszczewicz,vabiʂt͡ʂɛvit͡ʂ
zabiorą,zabjɔrɔw̃
afrykańskich,afrɨkaɲskix
kościelnego,kɔɕt͡ɕɛlnɛɡɔ
egzaminowano,ɛɡzaminɔvanɔ
budny,budnɨ
adaptacyjnie,adaptat͡sɨjɲɛ
przypieczętuj,pʂɨpjɛt͡ʂɛntuj
bezgrzebieniowiec,bɛzɡʐɛbjɛɲɔvjɛt͡s
pili,pili
bliski,bliski
najnadobniejszy,najnadɔbɲɛjʂɨ
żywy,ʐɨvɨ
pochodny,pɔxɔdnɨ
kadzikiewicz,kad͡ʑikjɛvit͡ʂ
pokrywała,pɔkrɨvawa
pkp,pɛkapɛ
bhutańskie,butaɲskjɛ
przeciąć,pʂɛt͡ɕɔɲt͡ɕ
białostocczaninem,bjawɔstɔt͡st͡ʂaɲinɛm
wielgosz,vjɛlɡɔʂ
ostrołódkach,ɔstrɔwutkax
incydentalny,int͡sɨdɛntalnɨ
hamowałbyś,xamɔvawbɨɕ
ekierkom,ɛkjɛrkɔm
przystroić,pʂɨstrɔit͡ɕ
maskowany,maskɔvanɨ
chciałoby,xt͡ɕawɔbɨ
wyjmij,vɨjmij
woni,vɔɲi
wytnę,vɨtnɛ
motylim,mɔtɨlim
łanimi,waɲimi
szumie,ʂumjɛ
sposępnieć,spɔsɛmpɲɛt͡ɕ
aerosolowy,aɛrɔsɔlɔvɨ
zamarzałoby,zamarzawɔbɨ
idzik,id͡ʑik
rozpleść,rɔsplɛɕt͡ɕ
śrubeczkom,ɕrubɛt͡ʂkɔm
jakubczyk,jakupt͡ʂɨk
poprzedzać,pɔpʂɛd͡zat͡ɕ
cytoplazma,t͡sɨtɔplazma
czytam,t͡ʂɨtam
obfitemu,ɔpfitɛmu
najlichszy,najlixʂɨ
esemesują,ɛsɛmɛsujɔw̃
marokańskie,marɔkaɲskjɛ
osiągniecie,ɔɕɔŋɡɲɛt͡ɕɛ
mieszkaniem,mjɛʂkaɲɛm
wspominajmy,fspɔminajmɨ
kołodziejak,kɔwɔd͡ʑɛjak
autochtonicznie,awtɔxtɔɲit͡ʂɲɛ
moreny,mɔrɛnɨ
mizerykordia,mizɛrɨkɔrdja
tymol,tɨmɔl
klaszczecie,klaʂt͡ʂɛt͡ɕɛ
kosut,kɔsut
nadużywać,naduʐɨvat͡ɕ
donkiszotyzm,dɔŋkiʂɔtɨzm
westerplatte,vɛstɛrplattɛ
błogi,bwɔɡi
makiach,makjax
