くろかみ,kɯ̟ᵝɾo̞ka̠mʲi
こうない,koːnai
しどう,ɕido̞ː
かおる,ka̠o̞ɾɯ̟ᵝ
えんか,ẽ̞ŋka̠
さざめく,sa̠za̠me̞kɯ̟ᵝ
かいへん,ka̠ihẽ̞ɴ
かくせんそう,ka̠kɯ̟ᵝsẽ̞ɰ̃so̞ː
きょう,kʲo̞ː
しんていし,ɕĩnte̞ːɕi
こうはい,ko̞ːha̠i
しゅくじょ,ɕɨᵝkɯ̟ᵝʑo̞
かっぱつ,ka̠p̚pa̠t͡sɨᵝ
あっかん,a̠k̚kã̠ɴ
じこる,d͡ʑiko̞ɾɯ̟ᵝ
おうな,o̞ːna̠
かんし,kã̠ɰ̃ɕi
たま,ta̠ma̠
かくたる,ka̠kɯ̟ᵝta̠ɾɯ̟ᵝ
しゅうえん,ɕɨᵝːẽ̞ɴ
がふ,ɡa̠ɸɯ̟ᵝ
かき,ka̠kʲi
こうとう,ko̞ːto̞ː
あわよくば,a̠ɰᵝa̠jo̞kɯ̟ᵝba̠
いせまいり,ise̞ma̠iɾʲi
じまん,d͡ʑimã̠ɴ
おめでた,o̞me̞de̞ta̠
かたくるしい,ka̠ta̠kɯ̟ᵝɾɯ̟ᵝɕiː
きたては,kʲi̥ta̠te̞ha̠
かくほ,ka̠kɯ̟̊ᵝho̞
かんせい,kã̠ɰ̃se̞ː
かんちょう,kã̠ɲ̟t͡ɕo̞ː
じさんきん,d͡ʑisã̠ŋʲkʲĩɴ
じょじ,d͡ʑo̞ʑi
えかき,e̞ka̠kʲi
ちょうかん,t͡ɕo̞ːkã̠ɴ
おんなぎらい,õ̞nːa̠ɡʲiɾa̠i
なまはげ,na̠ma̠ha̠ɡe̞
やけど,ja̠ke̞do̞
べにばな,be̞ɲ̟iba̠na̠
ぐびじんそう,ɡɯ̟ᵝbʲiʑĩɰ̃so̞ː
うちょうてん,ɯ̟ᵝt͡ɕo̞ːtẽ̞ɴ
しきん,ɕikʲĩɴ
そら,so̞ɾa̠
ぐん,ɡɯ̟̃ᵝɴ
かいりくぐん,ka̠iɾʲikɯ̟ᵝɡɯ̟̃ᵝɴ
あおいきといき,a̠o̞ikʲito̞ikʲi
おかしや,o̞ka̠ɕija̠
えふ,e̞ɸɯ̟ᵝ
さいしょ,sa̠iɕo̞
がい,ɡa̠i
しゅだい,ɕɨᵝda̠i
いじめっこ,iʑime̞k̚ko̞
きょうきゅう,kʲo̞ːkʲɨᵝː
こじつよみ,ko̞ʑit͡sɨᵝjo̞mʲi
しずまる,ɕizɨᵝma̠ɾɯ̟ᵝ
よう,jo̞ɯ̟ᵝ
かんぐる,kã̠ŋɡɯ̟ᵝɾɯ̟ᵝ
むらさきいろ,mɯ̟ᵝɾa̠sa̠kʲiiɾo̞
いみしんちょう,imʲiɕĩɲ̟t͡ɕo̞ː
あまとう,a̠ma̠to̞ː
きぎょう,kʲiɡʲo̞ː
けいはつ,ke̞ːha̠t͡sɨᵝ
あさぐろい,a̠sa̠ɡɯ̟ᵝɾo̞i
きゅうせい,kʲɨᵝːse̞ː
かいり,ka̠iɾʲi
おうせ,o̞ːse̞
こけむし,ko̞ke̞mɯ̟ᵝɕi
こじき,ko̞ʑikʲi
らいうん,ɾa̠iɯ̟̃ᵝɴ
うろ,ɯ̟ᵝɾo̞
じょうせい,d͡ʑo̞ːse̞ː
こまだい,ko̞ma̠da̠i
かちぐり,ka̠t͡ɕiɡɯ̟ᵝɾʲi
こうしょうにん,ko̞ːɕo̞ːɲ̟ĩɴ
しゅひ,ɕɨᵝçi
くやくしょ,kɯ̟ᵝja̠kɯ̟ᵝɕo̞
うろうろ,ɯ̟ᵝɾo̞ɯ̟ᵝɾo̞
いのちがけ,ino̞t͡ɕiɡa̠ke̞
しんせん,ɕĩɰ̃sẽ̞ɴ
きしょう,kʲiɕo̞ː
おののく,o̞no̞no̞kɯ̟ᵝ
うちはらう,ɯ̟ᵝt͡ɕiha̠ɾa̠ɯ̟ᵝ
きょうぞう,kʲo̞ːzo̞ː
しゅにん,ɕɨᵝɲ̟ĩɴ
うるおい,ɯ̟ᵝɾɯ̟ᵝo̞i
こだいじん,ko̞da̠iʑĩɴ
さっぱり,sa̠p̚pa̠ɾʲi
けんしゃ,kẽ̞ɰ̃ɕa̠
しょうそく,ɕo̞ːso̞kɯ̟ᵝ
おねえ,o̞ne̞ː
ぎかい,ɡʲika̠i
うれしなみだ,ɯ̟ᵝɾe̞ɕina̠mʲida̠
さんれんぷく,sã̠nɾẽ̞mpɯ̟ᵝkɯ̟ᵝ
しくんし,ɕikɯ̟̃ᵝɰ̃ɕi
がまん,ɡa̠mã̠ɴ
きゅうのう,kʲɨᵝːno̞ː
じゅんしょう,d͡ʑɨ̃ᵝɰ̃ɕo̞ː
うらみぶし,ɯ̟ᵝɾa̠mʲibɯ̟ᵝɕi
あくたい,a̠kɯ̟ᵝta̠i
かくゲー,ka̠kɯ̟ᵝɡe̞ː
どうけい,do̞ːke̞ː
おくだ,o̞kɯ̟ᵝda̠
こえかけ,ko̞e̞ka̠ke̞
きょうけん,kʲo̞ːkẽ̞ɴ
おおだい,o̞ːda̠i
しょうしょ,ɕo̞ːɕo̞
くみ,kɯ̟ᵝmʲi
がいちゅう,ɡa̠it͡ɕɨᵝː
さいだい,sa̠ida̠i
ししょう,ɕiɕo̞ː
かんこんそうさい,kã̠ŋkõ̞ɰ̃so̞ːsa̠i
こうばい,ko̞ːba̠i
あまつぶ,a̠ma̠t͡sɨᵝbɯ̟ᵝ
じゅうとく,d͡ʑɨᵝːto̞kɯ̟ᵝ
からもも,ka̠ɾa̠mo̞mo̞
くにぐに,kɯ̟ᵝɲ̟iɡɯ̟ᵝɲ̟i
けんとう,kẽ̞nto̞ː
こころみる,ko̞ko̞ɾo̞mʲiɾɯ̟ᵝ
あけっぱなし,a̠ke̞p̚pa̠na̠ɕi
げんじょう,ɡẽ̞ɲ̟d͡ʑo̞ː
おおとのごもる,o̞ːto̞no̞ɡo̞mo̞ɾɯ̟ᵝ
ぎょもう,ɡʲo̞mo̞ː
かいけつ,ka̠ike̞t͡sɨᵝ
かえば,ka̠e̞ba̠
しょき,ɕo̞kʲi
こうばん,ko̞ːbã̠ɴ
かきおろし,ka̠kʲio̞ɾo̞ɕi
さかば,sa̠ka̠ba̠
しゅんこう,ɕɨ̃ᵝŋko̞ː
したくちびる,ɕita̠kɯ̟ᵝt͡ɕibʲiɾɯ̟ᵝ
かしきる,ka̠ɕikʲiɾɯ̟ᵝ
じょしりょく,d͡ʑo̞ɕiɾʲo̞kɯ̟ᵝ
がいえん,ɡa̠iẽ̞ɴ
じゅうじぐん,d͡ʑɨᵝːʑiɡɯ̟̃ᵝɴ
しょぎょうむじょう,ɕo̞ɡʲo̞ːmɯ̟ᵝʑo̞ː
がんじつ,ɡã̠ɲ̟d͡ʑit͡sɨᵝ
かえる,ka̠e̞ɾɯ̟ᵝ
ごと,ɡo̞to̞
さようそ,sa̠jo̞ːso̞
くらべた,kɯ̟ᵝɾa̠be̞ta̠
かたしろ,ka̠ta̠ɕiɾo̞
かるいし,ka̠ɾɯ̟ᵝiɕi
けんぎょう,kẽ̞ŋʲɡʲo̞ː
おきなわ,o̞kʲina̠ɰᵝa̠
こんぼう,kõ̞mbo̞ː
けんしゅつ,kẽ̞ɰ̃ɕɨᵝt͡sɨᵝ
じゅうぜん,d͡ʑɨᵝːzẽ̞ɴ
しこう,ɕiko̞ː
かみかい,ka̠mʲika̠i
いきづまる,ikʲizɨᵝma̠ɾɯ̟ᵝ
うばそく,ɯ̟ᵝba̠so̞kɯ̟ᵝ
かんさ,kã̠ɰ̃sa̠
さすがに,sa̠sɨᵝɡa̠ɲ̟i
じょうぎ,d͡ʑo̞ːɡʲi
かんけい,kã̠ŋke̞ː
こっかくきん,ko̞k̚ka̠kɯ̟̊ᵝkʲĩɴ
くまざさ,kɯ̟ᵝma̠za̠sa̠
したてる,ɕita̠te̞ɾɯ̟ᵝ
かろんじる,ka̠ɾõ̞ɲ̟d͡ʑiɾɯ̟ᵝ
こくはく,ko̞kɯ̟̊ᵝha̠kɯ̟ᵝ
いろけ,iɾo̞ke̞
さんぱい,sã̠mpa̠i
いのちごい,ino̞t͡ɕiɡo̞i
さくさん,sa̠kɯ̟ᵝsã̠ɴ
じゅんか,d͡ʑɨ̃ᵝŋka̠
えんげん,ẽ̞ŋɡẽ̞ɴ
きょうべん,kʲo̞ːbẽ̞ɴ
しんちょう,ɕĩɲ̟t͡ɕo̞ː
こうぶつ,ko̞ːbɯ̟ᵝt͡sɨᵝ
がけくずれ,ɡa̠ke̞kɯ̟ᵝzɨᵝɾe̞
さそい,sa̠so̞i
かけいぼ,ka̠ke̞ːbo̞
こうそくい,ko̞ːso̞kɯ̟ᵝi
ありじごく,a̠ɾʲiʑiɡo̞kɯ̟ᵝ
しょうけんとりひきじょ,ɕo̞ːkẽ̞nto̞ɾʲiçi̥kʲiʑo̞
えい,e̞ː
しぶたに,ɕibɯ̟ᵝta̠ɲ̟i
かりうた,ka̠ɾʲiɯ̟ᵝta̠
くんかくんか,kɯ̟̃ᵝŋka̠kɯ̟̃ᵝŋka̠
かぎあけ,ka̠ɡʲia̠ke̞
さくもつ,sa̠kɯ̟ᵝmo̞t͡sɨᵝ
ことは,ko̞to̞ha̠
おくまん,o̞kɯ̟ᵝmã̠ɴ
けんぎゅうせい,kẽ̞ŋʲɡʲɨᵝːse̞ː
きしかん,kʲi̥ɕikã̠ɴ
じゅんし,d͡ʑɨ̃ᵝɰ̃ɕi
しゅっそうば,ɕɨᵝsːo̞ːba̠
えい,e̞ː
こうこうがいおん,ko̞ːko̞ːɡa̠iõ̞ɴ
しょうめい,ɕo̞ːme̞ː
しょっき,ɕo̞k̚ʲkʲi
くみちょう,kɯ̟ᵝmʲit͡ɕo̞ː
きわめて,kʲiɰᵝa̠me̞te̞
さんぴ,sã̠mpʲi
きがね,kʲiɡa̠ne̞
かいそう,ka̠iso̞ː
いんしん,ĩɰ̃ɕĩɴ
おかもち,o̞ka̠mo̞t͡ɕi
しょうへき,ɕo̞ːhe̞kʲi
こうあつ,ko̞ːa̠t͡sɨᵝ
きぐるみ,kʲiɡɯ̟ᵝɾɯ̟ᵝmʲi
あしばや,a̠ɕiba̠ja̠
いんらん,ĩnɾã̠ɴ
がんやく,ɡã̠ɰ̃ja̠kɯ̟ᵝ
しょく,ɕo̞kɯ̟ᵝ
げんじつかん,ɡẽ̞ɲ̟d͡ʑit͡sɨᵝkã̠ɴ
うちまた,ɯ̟ᵝt͡ɕima̠ta̠
しんせつ,ɕĩɰ̃se̞t͡sɨᵝ
さいしゅうび,sa̠iɕɨᵝːbʲi
おくう,o̞kɯ̟ᵝɯ̟ᵝ
きょうぎがく,kʲo̞ːɡʲiɡa̠kɯ̟ᵝ
えせ,e̞se̞
さわぎだす,sa̠ɰᵝa̠ɡʲida̠sɨᵝ
こうりゅう,ko̞ːɾʲɨᵝː
しんげん,ɕĩŋɡẽ̞ɴ
しほう,ɕiho̞ː
いてん,itẽ̞ɴ
しょじょきゅう,ɕo̞ʑo̞kʲɨᵝː
ごりん,ɡo̞ɾʲĩɴ
けさ,ke̞sa̠
しんぱん,ɕĩmpã̠ɴ
しちょう,ɕi̥t͡ɕo̞ː
こさつ,ko̞sa̠t͡sɨᵝ
けんちょう,kẽ̞ɲ̟t͡ɕo̞ː
いご,iɡo̞
さなだむし,sa̠na̠da̠mɯ̟ᵝɕi
あんず,ã̠nd͡zɨᵝ
けいりょう,ke̞ːɾʲo̞ː
じゅうらい,d͡ʑɨᵝːɾa̠i
ジープ,d͡ʑiːpɯ̟ᵝ
おん,õ̞ɴ
しどう,ɕido̞ː
こうそう,ko̞ːso̞ː
じわり,d͡ʑiɰᵝa̠ɾʲi
あのひと,a̠no̞çi̥to̞
こむすび,ko̞mɯ̟ᵝsɨᵝbʲi
じ,d͡ʑi
おしべ,o̞ɕibe̞
いざなぎ,iza̠na̠ɡʲi
さんぶつげ,sã̠mbɯ̟ᵝt͡sɨᵝɡe̞
おくない,o̞kɯ̟ᵝna̠i
しぶい,ɕibɯ̟ᵝi
がいねん,ɡa̠inẽ̞ɴ
いなり,ina̠ɾʲi
さんこう,sã̠ŋko̞ː
かくとう,ka̠kɯ̟̊ᵝto̞ː
あしからず,a̠ɕi̥ka̠ɾa̠zɨᵝ
あかり,a̠ka̠ɾʲi
かんめい,kã̠mːe̞ː
じつげつ,d͡ʑit͡sɨᵝɡe̞t͡sɨᵝ
けいせき,ke̞ːse̞kʲi
かんししゃ,kã̠ɰ̃ɕiɕa̠
あんきも,ã̠ŋʲkʲimo̞
こうもう,ko̞ːmo̞ː
こうざい,ko̞ːza̠i
しんご,ɕĩŋɡo̞
かきだし,ka̠kʲida̠ɕi
こうりつ,ko̞ːɾʲit͡sɨᵝ
ざつがく,d͡za̠t͡sɨᵝɡa̠kɯ̟ᵝ
かじゅう,ka̠ʑɨᵝː
おりる,o̞ɾʲiɾɯ̟ᵝ
しゃしんちょう,ɕa̠ɕĩɲ̟t͡ɕo̞ː
くろう,kɯ̟ᵝɾo̞ː
いとへん,ito̞hẽ̞ɴ
くんれん,kɯ̟̃ᵝnɾẽ̞ɴ
ぎふ,ɡʲiɸɯ̟ᵝ
くるまる,kɯ̟ᵝɾɯ̟ᵝma̠ɾɯ̟ᵝ
うでじまん,ɯ̟ᵝde̞ʑimã̠ɴ
かさね,ka̠sa̠ne̞
じょうぶ,d͡ʑo̞ːbɯ̟ᵝ
しんけいしつ,ɕĩŋke̞ːɕit͡sɨᵝ
けいすけ,ke̞ːsɨᵝke̞
うんゆ,ɯ̟̃ᵝɰ̃jɯ̟ᵝ
うんし,ɯ̟̃ᵝɰ̃ɕi
けつじょ,ke̞t͡sɨᵝʑo̞
しつどくしょう,ɕit͡sɨᵝdo̞kɯ̟ᵝɕo̞ː
おおかばまだら,o̞ːka̠ba̠ma̠da̠ɾa̠
このみ,ko̞no̞mʲi
あわだてき,a̠ɰᵝa̠da̠te̞kʲi
おく,o̞kɯ̟ᵝ
きぶん,kʲibɯ̟̃ᵝɴ
がいむしょう,ɡa̠imɯ̟ᵝɕo̞ː
おてん,o̞tẽ̞ɴ
しょうみ,ɕo̞ːmʲi
さんぼうちょう,sã̠mbo̞ːt͡ɕo̞ː
さぎょうい,sa̠ɡʲo̞ːi
しなさだめ,ɕina̠sa̠da̠me̞
こうき,ko̞ːkʲi
しあう,ɕia̠ɯ̟ᵝ
かぐらざか,ka̠ɡɯ̟ᵝɾa̠za̠ka̠
しんぜんび,ɕĩnd͡zẽ̞mbʲi
かしゅう,ka̠ɕɨᵝː
うすばぼうちょう,ɯ̟ᵝsɨᵝba̠bo̞ːt͡ɕo̞ː
かんこうせん,kã̠ŋko̞ːsẽ̞ɴ
しがけん,ɕiɡa̠kẽ̞ɴ
しゃ,ɕa̠
かんれん,kã̠nɾẽ̞ɴ
けいえい,ke̞ːe̞ː
かくぎ,ka̠kɯ̟ᵝɡʲi
きはく,kʲi̥ha̠kɯ̟ᵝ
さんけん,sã̠ŋkẽ̞ɴ
い,i
しんきょう,ɕĩŋʲkʲo̞ː
いしずえ,iɕizɨᵝe̞
ざっしょく,d͡za̠ɕːo̞kɯ̟ᵝ
くちくかん,kɯ̟̊ᵝt͡ɕikɯ̟̊ᵝkã̠ɴ
ぎょうちゅう,ɡʲo̞ːt͡ɕɨᵝː
こうい,ko̞ːi
ごうたい,ɡo̞ːta̠i
えいしゃ,e̞ːɕa̠
あかざ,a̠ka̠za̠
くはい,kɯ̟ᵝha̠i
かいしょう,ka̠iɕo̞ː
かいせん,ka̠isẽ̞ɴ
こくひん,ko̞kɯ̟ᵝçĩɴ
かり,ka̠ɾʲi
えんか,ẽ̞ŋka̠
じんせい,d͡ʑĩɰ̃se̞ː
きり,kʲiɾʲi
しばくさ,ɕiba̠kɯ̟̊ᵝsa̠
じぶ,d͡ʑibɯ̟ᵝ
くらがり,kɯ̟ᵝɾa̠ɡa̠ɾʲi
はるかぜ,ha̠ɾɯ̟ᵝka̠ze̞
かたいこつ,ka̠ta̠iko̞t͡sɨᵝ
かえり,ka̠e̞ɾʲi
おうこう,o̞ːko̞ː
げこくじょう,ɡe̞ko̞kɯ̟ᵝʑo̞ː
さくじつ,sa̠kɯ̟ᵝʑit͡sɨᵝ
しょくいん,ɕo̞kɯ̟ᵝĩɴ
あこがれ,a̠ko̞ɡa̠ɾe̞
けんきん,kẽ̞ŋʲkʲĩɴ
さとう,sa̠to̞ː
いく,ikɯ̟ᵝ
あたいする,a̠ta̠isɨᵝɾɯ̟ᵝ
ざくろいし,d͡za̠kɯ̟ᵝɾo̞iɕi
がいさい,ɡa̠isa̠i
さんいつ,sã̠ɰ̃it͡sɨᵝ
しょうしょう,ɕo̞ːɕo̞ː
かんなぎ,kã̠nːa̠ɡʲi
しゃない,ɕa̠na̠i
くねくね,kɯ̟ᵝne̞kɯ̟ᵝne̞
えい,e̞ː
ごうどうし,ɡo̞ːdo̞ːɕi
きそう,kʲiso̞ː
げっけい,ɡe̞k̚ke̞ː
さいだんざ,sa̠idã̠nd͡za̠
ごろく,ɡo̞ɾo̞kɯ̟ᵝ
うっわ,ɯ̟ᵝɰᵝːa̠
しんぶんしゃ,ɕĩmbɯ̟̃ᵝɰ̃ɕa̠
あやまり,a̠ja̠ma̠ɾʲi
あかるむ,a̠ka̠ɾɯ̟ᵝmɯ̟ᵝ
じでん,d͡ʑidẽ̞ɴ
がいはく,ɡa̠iha̠kɯ̟ᵝ
こうど,ko̞ːdo̞
がっきょく,ɡa̠k̚ʲkʲo̞kɯ̟ᵝ
じゅんせい,d͡ʑɨ̃ᵝɰ̃se̞ː
えんぶん,ẽ̞mbɯ̟̃ᵝɴ
しょうしゃ,ɕo̞ːɕa̠
あこぎ,a̠ko̞ɡʲi
いおり,io̞ɾʲi
いご,iɡo̞
かいほう,ka̠iho̞ː
ゆいごん,jɯ̟ᵝiɡõ̞ɴ
かいそう,ka̠iso̞ː
しょよう,ɕo̞jo̞ː
うえさま,ɯ̟ᵝe̞sa̠ma̠
かりる,ka̠ɾʲiɾɯ̟ᵝ
あとさき,a̠to̞sa̠kʲi
じちたい,d͡ʑit͡ɕi̥ta̠i
じょうしゃけん,d͡ʑo̞ːɕa̠kẽ̞ɴ
ひゃく,ça̠kɯ̟ᵝ
おとがい,o̞to̞ɡa̠i
こころづよい,ko̞ko̞ɾo̞zɨᵝjo̞i
みとめる,mʲito̞me̞ɾɯ̟ᵝ
えとく,e̞to̞kɯ̟ᵝ
かんち,kã̠ɲ̟t͡ɕi
しんけいけい,ɕĩŋke̞ːke̞ː
うめる,ɯ̟ᵝme̞ɾɯ̟ᵝ
し,ɕi
いっきょ,ik̚ʲkʲo̞
こうどう,ko̞ːdo̞ː
されたし,sa̠ɾe̞ta̠ɕi
おいつめる,o̞it͡sɨᵝme̞ɾɯ̟ᵝ
あしか,a̠ɕi̥ka̠
けんど,kẽ̞ndo̞
きょどう,kʲo̞do̞ː
こう,ko̞ː
じきゅうじそく,d͡ʑikʲɨᵝːʑiso̞kɯ̟ᵝ
かんべつ,kã̠mbe̞t͡sɨᵝ
しふく,ɕiɸɯ̟ᵝkɯ̟ᵝ
しったい,ɕit̚ta̠i
おとうとでし,o̞to̞ːto̞de̞ɕi
しかけにん,ɕika̠ke̞ɲ̟ĩɴ
こうたい,ko̞ːta̠i
しそう,ɕiso̞ː
こんせつ,kõ̞ɰ̃se̞t͡sɨᵝ
ぎゃっこうか,ɡʲa̠k̚ko̞ːka̠
ござる,ɡo̞za̠ɾɯ̟ᵝ
きもち,kʲimo̞t͡ɕi
かね,ka̠ne̞
すえ,sɨᵝe̞
いぶ,ibɯ̟ᵝ
かん,kã̠ɴ
しっこう,ɕik̚ko̞ː
うちゅうき,ɯ̟ᵝt͡ɕɨᵝːkʲi
おれ,o̞ɾe̞
こくさいてき,ko̞kɯ̟̊ᵝsa̠ite̞kʲi
くろしお,kɯ̟ᵝɾo̞ɕio̞
かんこうち,kã̠ŋko̞ːt͡ɕi
かんじご,kã̠ɲ̟d͡ʑiɡo̞
げにん,ɡe̞ɲ̟ĩɴ
じてん,d͡ʑitẽ̞ɴ
しょくぎょうびょう,ɕo̞kɯ̟ᵝɡʲo̞ːbʲo̞ː
しょうぐん,ɕo̞ːɡɯ̟̃ᵝɴ
くどきおとす,kɯ̟ᵝdo̞kʲio̞to̞sɨᵝ
かんまつ,kã̠mːa̠t͡sɨᵝ
あんねい,ã̠nːe̞ː
きそう,kʲiso̞ɯ̟ᵝ
かつだんそう,ka̠t͡sɨᵝdã̠ɰ̃so̞ː
きゅうへい,kʲɨᵝːhe̞ː
いさつ,isa̠t͡sɨᵝ
きょっかい,kʲo̞k̚ka̠i
きゅうきょう,kʲɨᵝːkʲo̞ː
えげつない,e̞ɡe̞t͡sɨᵝna̠i
がれき,ɡa̠ɾe̞kʲi
じぎょ,d͡ʑiɡʲo̞
きとうしょ,kʲito̞ːɕo̞
げひん,ɡe̞çĩɴ
いましめる,ima̠ɕime̞ɾɯ̟ᵝ
しいき,ɕiikʲi
おれたち,o̞ɾe̞ta̠t͡ɕi
じむ,d͡ʑimɯ̟ᵝ
げんしりょく,ɡẽ̞ɰ̃ɕiɾʲo̞kɯ̟ᵝ
くだく,kɯ̟ᵝda̠kɯ̟ᵝ
くるみ,kɯ̟ᵝɾɯ̟ᵝmʲi
しこう,ɕiko̞ː
さむらい,sa̠mɯ̟ᵝɾa̠i
かいず,ka̠izɨᵝ
こうそつ,ko̞ːso̞t͡sɨᵝ
じったいけん,d͡ʑit̚ta̠ikẽ̞ɴ
おもんじる,o̞mõ̞ɲ̟d͡ʑiɾɯ̟ᵝ
うわむき,ɯ̟ᵝɰᵝa̠mɯ̟ᵝkʲi
ぎょかいるい,ɡʲo̞ka̠iɾɯ̟ᵝi
あかつめくさ,a̠ka̠t͡sɨᵝme̞kɯ̟̊ᵝsa̠
じいしきかじょう,d͡ʑiːɕikʲika̠ʑo̞ː
かぎっこ,ka̠ɡʲik̚ko̞
あんた,ã̠nta̠
じょさんし,d͡ʑo̞sã̠ɰ̃ɕi
えんむ,ẽ̞mːɯ̟ᵝ
かくやく,ka̠kɯ̟ᵝja̠kɯ̟ᵝ
したがえる,ɕita̠ɡa̠e̞ɾɯ̟ᵝ
じょうど,d͡ʑo̞ːdo̞
かくしょうたい,ka̠kɯ̟ᵝɕo̞ːta̠i
しらせる,ɕiɾa̠se̞ɾɯ̟ᵝ
いちだ,it͡ɕida̠
じゅくせい,d͡ʑɨᵝkɯ̟ᵝse̞ː
けいこつ,ke̞ːko̞t͡sɨᵝ
けら,ke̞ɾa̠
はん,hã̠ɴ
くんれい,kɯ̟̃ᵝnɾe̞ː
ここのか,ko̞ko̞no̞ka̠
けちる,ke̞t͡ɕiɾɯ̟ᵝ
あんない,ã̠nːa̠i
くすむ,kɯ̟ᵝsɨᵝmɯ̟ᵝ
かる,ka̠ɾɯ̟ᵝ
いろむじ,iɾo̞mɯ̟ᵝʑi
さかいめ,sa̠ka̠ime̞
ししむら,ɕiɕimɯ̟ᵝɾa̠
さいてきか,sa̠ite̞kʲika̠
くらす,kɯ̟ᵝɾa̠sɨᵝ
しょくどう,ɕo̞kɯ̟ᵝdo̞ː
ぐんろん,ɡɯ̟̃ᵝnɾõ̞ɴ
きょう,kʲo̞ː
がさいれ,ɡa̠sa̠iɾe̞
がいらいご,ɡa̠iɾa̠iɡo̞
かがりび,ka̠ɡa̠ɾʲibʲi
こうもん,ko̞ːmõ̞ɴ
こうし,ko̞ːɕi
おたがいさま,o̞ta̠ɡa̠isa̠ma̠
おちびさん,o̞t͡ɕibʲisã̠ɴ
じかくしょうじょう,d͡ʑika̠kɯ̟̊ᵝɕo̞ːʑo̞ː
さなだ,sa̠na̠da̠
かみきれ,ka̠mʲikʲiɾe̞
きょうてい,kʲo̞ːte̞ː
ぎそう,ɡʲiso̞ː
かん,kã̠ɴ
けつご,ke̞t͡sɨᵝɡo̞
がか,ɡa̠ka̠
こめびつ,ko̞me̞bʲit͡sɨᵝ
けんかごし,kẽ̞ŋka̠ɡo̞ɕi
かつお,ka̠t͡sɨᵝo̞
かんつう,kã̠nt͡sɨᵝː
きょか,kʲo̞ka̠
しんそこ,ɕĩɰ̃so̞ko̞
しんしょ,ɕĩɰ̃ɕo̞
けんえつかん,kẽ̞ɰ̃e̞t͡sɨᵝkã̠ɴ
あかうみがめ,a̠ka̠ɯ̟ᵝmʲiɡa̠me̞
いかん,ikã̠ɴ
き,kʲi
いずら,izɨᵝɾa̠
おおいそぎ,o̞ːiso̞ɡʲi
あらわれる,a̠ɾa̠ɰᵝa̠ɾe̞ɾɯ̟ᵝ
くないしょう,kɯ̟ᵝna̠iɕo̞ː
がんねん,ɡã̠nːẽ̞ɴ
あっちゃこっちゃ,a̠t̚t͡ɕa̠ko̞t̚t͡ɕa̠
きゅうよう,kʲɨᵝːjo̞ː
いとなむ,ito̞na̠mɯ̟ᵝ
しする,ɕisɨᵝɾɯ̟ᵝ
こんぱん,kõ̞mpã̠ɴ
あらたか,a̠ɾa̠ta̠ka̠
がっぺいしょう,ɡa̠p̚pe̞ːɕo̞ː
かちぬく,ka̠t͡ɕinɯ̟ᵝkɯ̟ᵝ
しんめ,ɕĩmːe̞
かみのけざ,ka̠mʲino̞ke̞za̠
おおかみ,o̞ːka̠mʲi
いいだしっぺ,iida̠ɕip̚pe̞
しんさい,ɕĩɰ̃sa̠i
おもに,o̞mo̞ɲ̟i
ぎょぎょう,ɡʲo̞ɡʲo̞ː
しんかん,ɕĩŋkã̠ɴ
きおう,kʲio̞ː
こうせきうん,ko̞ːse̞kʲiɯ̟̃ᵝɴ
あからめる,a̠ka̠ɾa̠me̞ɾɯ̟ᵝ
かんせんしゃ,kã̠ɰ̃sẽ̞ɰ̃ɕa̠
しょう,ɕo̞ː
ざこね,d͡za̠ko̞ne̞
しんにょう,ɕĩɲ̟ɲ̟ɯ̟ᵝː
かいほう,ka̠iho̞ː
じょうかん,d͡ʑo̞ːkã̠ɴ
かて,ka̠te̞
じもとみん,d͡ʑimo̞to̞mʲĩɴ
こうとうは,ko̞ːto̞ːha̠
あまのじゃく,a̠ma̠no̞ʑa̠kɯ̟ᵝ
いんぜい,ĩnd͡ze̞ː
いりびたる,iɾʲibʲita̠ɾɯ̟ᵝ
じゅうげき,d͡ʑɨᵝːɡe̞kʲi
しにそこなう,ɕiɲ̟iso̞ko̞na̠ɯ̟ᵝ
あてはめる,a̠te̞ha̠me̞ɾɯ̟ᵝ
こがた,ko̞ɡa̠ta̠
いるかざ,iɾɯ̟ᵝka̠za̠
さいげつ,sa̠iɡe̞t͡sɨᵝ
かたて,ka̠ta̠te̞
くじゃく,kɯ̟ᵝʑa̠kɯ̟ᵝ
さっちゅうざい,sa̠t̚t͡ɕɨᵝːza̠i
かんぼう,kã̠mbo̞ː
しぇ,ɕe̞
しょうかふりょう,ɕo̞ːka̠ɸɯ̟ᵝɾʲo̞ː
あまいろ,a̠ma̠iɾo̞
しゃっこつ,ɕa̠k̚ko̞t͡sɨᵝ
えーっと,e̞ːt̚to̞
おうじゃ,o̞ːʑa̠
おおかみおとこ,o̞ːka̠mʲio̞to̞ko̞
ざっけん,d͡za̠k̚kẽ̞ɴ
ざんとく,d͡zã̠nto̞kɯ̟ᵝ
にょたい,ɲ̟o̞ta̠i
いくえにも,ikɯ̟ᵝe̞ɲ̟imo̞
いさつ,isa̠t͡sɨᵝ
きんきゅう,kʲĩŋʲkʲɨᵝː
えつらん,e̞t͡sɨᵝɾã̠ɴ
しきさい,ɕikʲisa̠i
いってら,it̚te̞ɾa̠
かぼす,ka̠bo̞sɨᵝ
