görülmeyen,ɡœɾylmejen
tutamıyor,tutamɯjoɾ
isteyip,istejip
kızlarının,kɯzlaɾɯnɯn
güçlü,ɡyt͡ʃly
varılarak,vaɾɯlaɾak
ordusunu,oɾdusunu
yönden,jœnden
mümkündür,mymkyndyɾ
bar,baɾ
maratona,maɾatona
olana,olana
inanmaktadır,inanmaktadɯɾ
ninemden,ninemden
yerlerin,jeɾleɾin
hedefliyoruz,hedeflijoɾuz
özgü,œzɡy
harcanan,haɾd͡ʒanan
keyiflendiriyor,kejiflendiɾijoɾ
öğrendiğim,œɰɾendiɰim
bulurken,buluɾken
doruklara,doɾuklaɾa
diledikleri,diledikleɾi
oracıkta,oɾad͡ʒɯkta
yorumlandığında,joɾumlandɯɰɯnda
yapamıyorlar,japamɯjoɾlaɾ
altına,altɯna
saçları,sat͡ʃlaɾɯ
ajan,aʒan
birincilik,biɾind͡ʒilik
yenilgisi,jenilɡisi
alimantasyona,alimantasjona
öldürülen,œldyɾylen
beklediğiniz,beklediɰiniz
başarıp,baʃaɾɯp
anlaşılmaz,anlaʃɯlmaz
unu,unu
bulaşmasında,bulaʃmasɯnda
ettiği,ettiɰi
kata,kata
zorlamış,zoɾlamɯʃ
ulaşmasını,ulaʃmasɯnɯ
çalışıyordum,t͡ʃalɯʃɯjoɾdum
güçlüyken,ɡyt͡ʃlyjken
dağılır,daɰɯlɯɾ
siyasete,sijasete
asmak,asmak
etmişti,etmiʃti
binişini,biniʃini
koşullarına,koʃullaɾɯna
tabii,tabii
başkasını,baʃkasɯnɯ
gösterişçiler,ɡœsteɾiʃt͡ʃileɾ
partilerle,paɾtileɾle
yasanın,jasanɯn
oynasın,ojnasɯn
hakkımızda,hakkɯmɯzda
kıskaçla,kɯskat͡ʃla
dönmeye,dœnmeje
geçecek,ɡet͡ʃed͡ʒek
takıntılara,takɯntɯlaɾa
yapacaktı,japad͡ʒaktɯ
dervişlerime,deɾviʃleɾime
sansasyonel,sansasjonel
verilmesi,veɾilmesi
dozda,dozda
incitmesi,ind͡ʒitmesi
dengelenmeye,denɡelenmeje
kampüsteki,kampysteki
yi,ji
desenler,desenleɾ
tırmandınız,tɯɾmandɯnɯz
yapıştır,japɯʃtɯɾ
içim,it͡ʃim
kılıfı,kɯlɯfɯ
devleti,devleti
taslardan,taslaɾdan
köpekbalığı,kœpekbalɯɰɯ
kazandırırlar,kazandɯɾɯɾlaɾ
telkinler,telkinleɾ
duruyorduk,duɾujoɾduk
yapıtın,japɯtɯn
günleri,ɡynleɾi
tiyatrosu,tijatɾosu
merkezlerde,meɾkezleɾde
yaşarken,jaʃaɾken
beşe,beʃe
teşvik,teʃvik
affetmeniz,affetmeniz
almıştık,almɯʃtɯk
sıraya,sɯɾaja
mikrofonunun,mikɾofonunun
markamızın,maɾkamɯzɯn
kararlaştırıldı,kaɾaɾlaʃtɯɾɯldɯ
yedik,jedik
karaya,kaɾaja
merak,meɾak
yarasını,jaɾasɯnɯ
ördek,œɾdek
hayatım,hajatɯm
yolum,jolum
ortadan,oɾtadan
kutular,kutulaɾ
öz,œz
hareketli,haɾeketli
kırlangıçla,kɯɾlanɡɯt͡ʃla
sürece,syɾed͡ʒe
kalıplara,kalɯplaɾa
çalıştırıyor,t͡ʃalɯʃtɯɾɯjoɾ
bozulacak,bozulad͡ʒak
gözaltında,ɡœzaltɯnda
güven,ɡyven
nüfusumuz,nyfusumuz
oturduğun,otuɾduɰun
okuyuverdiğimiz,okujuveɾdiɰimiz
neyden,nejden
dümdüz,dymdyz
ziyaretlerden,zijaɾetleɾden
büyümedi,byjymedi
atsın,atsɯn
karta,kaɾta
çıkmayacaksınız,t͡ʃɯkmajad͡ʒaksɯnɯz
obanın,obanɯn
kulağının,kulaɰɯnɯn
burnunuzdan,buɾnunuzdan
güçlenmesine,ɡyt͡ʃlenmesine
fabrikanız,fabɾikanɯz
kafatasını,kafatasɯnɯ
mırıldanmayı,mɯɾɯldanmajɯ
lekeler,lekeleɾ
fazlaca,fazlad͡ʒa
taksitle,taksitle
dokunuşlarına,dokunuʃlaɾɯna
açmalarını,at͡ʃmalaɾɯnɯ
üçgen,yt͡ʃɡen
yıldızlar,jɯldɯzlaɾ
gerçekleştirmeyi,ɡeɾt͡ʃekleʃtiɾmeji
plana,plana
geçirilmiş,ɡet͡ʃiɾilmiʃ
gerçekten,ɡeɾt͡ʃekten
temizlemenin,temizlemenin
yersel,jeɾsel
organizasyona,oɾɡanizasjona
had,had
tünel,tynel
cız,d͡ʒɯz
yazılıdır,jazɯlɯdɯɾ
muzaffer,muzaffeɾ
işleteceğini,iʃleted͡ʒeɰini
emniyetli,emnijetli
karışmadığının,kaɾɯʃmadɯɰɯnɯn
maymun,majmun
çıkarmadım,t͡ʃɯkaɾmadɯm
varmış,vaɾmɯʃ
kanıtladı,kanɯtladɯ
özgürüzdür,œzɡyɾyzdyɾ
buralardan,buɾalaɾdan
sistemin,sistemin
şehirlerarası,ʃehiɾleɾaɾasɯ
buldukları,bulduklaɾɯ
patlama,patlama
gözükmektedir,ɡœzykmektediɾ
tahriklerde,tahɾikleɾde
rahatlığıyla,ɾahatlɯɰɯjla
yapacağız,japad͡ʒaɰɯz
çıkardı,t͡ʃɯkaɾdɯ
kazılı,kazɯlɯ
edebiliyorlar,edebilijoɾlaɾ
rastlayacağım,ɾastlajad͡ʒaɰɯm
doğmuştur,doɰmuʃtuɾ
evindeki,evindeki
özel,œzel
kucaklayacakken,kud͡ʒaklajad͡ʒakken
biçimlendirdiğimiz,bit͡ʃimlendiɾdiɰimiz
metroseksüeller,metɾoseksyelleɾ
eriyip,eɾijip
arkadaşımın,aɾkadaʃɯmɯn
edemiyoruz,edemijoɾuz
duvara,duvaɾa
bedenimizden,bedenimizden
aşırılıklarımız,aʃɯɾɯlɯklaɾɯmɯz
kabuklarını,kabuklaɾɯnɯ
vurdu,vuɾdu
kadrosunda,kadɾosunda
sınır,sɯnɯɾ
ökselerini,œkseleɾini
ait,ait
sokarlar,sokaɾlaɾ
gelmeyen,ɡelmejen
şaşkınlıktan,ʃaʃkɯnlɯktan
çapa,t͡ʃapa
ilgilenmek,ilɡilenmek
demokrasi,demokɾasi
alımlarda,alɯmlaɾda
salıncak,salɯnd͡ʒak
taşımışlar,taʃɯmɯʃlaɾ
göstermemek,ɡœsteɾmemek
albüme,albyme
inandı,inandɯ
ayini,ajini
inanmazsanız,inanmazsanɯz
olanlarıdır,olanlaɾɯdɯɾ
isminde,isminde
sansür,sansyɾ
mantığı,mantɯɰɯ
silmek,silmek
alışmış,alɯʃmɯʃ
deyimle,dejimle
veto,veto
içkiyi,it͡ʃkiji
teknolojisi,teknoloʒisi
sümbül,symbyl
misin,misin
göbek,ɡœbek
skandalın,skandalɯn
kıymet,kɯjmet
görüyorsunuz,ɡœɾyjoɾsunuz
zevkimin,zevkimin
dinçlik,dint͡ʃlik
sanatı,sanatɯ
iz,iz
engelli,enɡelli
yapamıyordum,japamɯjoɾdum
okumalar,okumalaɾ
dolara,dolaɾa
aldıran,aldɯɾan
sigorta,siɡoɾta
gelişiyor,ɡeliʃijoɾ
ihmali,ihmali
örtüşen,œɾtyʃen
toparlayamıyordu,topaɾlajamɯjoɾdu
isbatlamak,isbatlamak
kavuşturmayı,kavuʃtuɾmajɯ
çaresizlik,t͡ʃaɾesizlik
cinslerde,d͡ʒinsleɾde
güneşlenmeyi,ɡyneʃlenmeji
şerefi,ʃeɾefi
yakınınız,jakɯnɯnɯz
başkaldırısı,baʃkaldɯɾɯsɯ
eklenince,eklenind͡ʒe
yemeğe,jemeɰe
arşiv,aɾʃiv
dinlemekten,dinlemekten
çarşıyı,t͡ʃaɾʃɯjɯ
tebrik,tebɾik
yasa,jasa
anlayamadı,anlajamadɯ
odana,odana
geometrisine,ɡeometɾisine
köselesini,kœselesini
maçlarının,mat͡ʃlaɾɯnɯn
kitaba,kitaba
milletin,milletin
dolayında,dolajɯnda
sorumuzdur,soɾumuzduɾ
hissettirdi,hissettiɾdi
getiremiyor,ɡetiɾemijoɾ
nasıldı,nasɯldɯ
pazarlıklar,pazaɾlɯklaɾ
adaylarına,adajlaɾɯna
viski,viski
bunca,bund͡ʒa
zamanı,zamanɯ
ihtiyaçları,ihtijat͡ʃlaɾɯ
tukkan,tukkan
eskitmeden,eskitmeden
çevresindekilerle,t͡ʃevɾesindekileɾle
edivermesi,ediveɾmesi
oluşturup,oluʃtuɾup
kaplarına,kaplaɾɯna
ilham,ilham
ilimdir,ilimdiɾ
toplumlarda,toplumlaɾda
ağaçlık,aɰat͡ʃlɯk
tartışmasında,taɾtɯʃmasɯnda
gülüşerek,ɡylyʃeɾek
mantıktan,mantɯktan
onlarla,onlaɾla
dengesinde,denɡesinde
tepkisiz,tepkisiz
planlama,planlama
kokuyor,kokujoɾ
kentin,kentin
bekleniyor,beklenijoɾ
renklerde,ɾenkleɾde
düzeltin,dyzeltin
görülmediği,ɡœɾylmediɰi
kullanım,kullanɯm
turuna,tuɾuna
seçiliyor,set͡ʃilijoɾ
sofrası,sofɾasɯ
yavruları,javɾulaɾɯ
kucaklaştırıyordu,kud͡ʒaklaʃtɯɾɯjoɾdu
kutlayanlar,kutlajanlaɾ
koymuştuk,kojmuʃtuk
uğramamış,uɰɾamamɯʃ
söyleyin,sœjlejin
insanlarının,insanlaɾɯnɯn
çoook,t͡ʃoook
dibine,dibine
kaygısı,kajɡɯsɯ
yürüyerek,jyɾyjeɾek
yerine,jeɾine
salonunu,salonunu
öfkeli,œfkeli
havasında,havasɯnda
yaşanmış,jaʃanmɯʃ
kaplayan,kaplajan
aslanlık,aslanlɯk
serptiğim,seɾptiɰim
kutundaki,kutundaki
sesiniz,sesiniz
dünyadaki,dynjadaki
gittim,ɡittim
serviste,seɾviste
rozetleriyle,ɾozetleɾijle
programları,pɾoɡɾamlaɾɯ
rejimiyle,ɾeʒimijle
köyden,kœjden
tıp,tɯp
bitirdi,bitiɾdi
tavırlar,tavɯɾlaɾ
içmeleri,it͡ʃmeleɾi
demeliydik,demelijdik
katkıları,katkɯlaɾɯ
sıralandığı,sɯɾalandɯɰɯ
yersiz,jeɾsiz
doğrayın,doɰɾajɯn
icabı,id͡ʒabɯ
geliyorduk,ɡelijoɾduk
margarini,maɾɡaɾini
okuyarak,okujaɾak
değinmedi,deɰinmedi
anımsayıp,anɯmsajɯp
aynen,ajnen
koruması,koɾumasɯ
yanılgının,janɯlɡɯnɯn
alkışları,alkɯʃlaɾɯ
kolaylıkla,kolajlɯkla
anlatmak,anlatmak
değiştirip,deɰiʃtiɾip
telefonu,telefonu
kullanılması,kullanɯlmasɯ
düzeyinde,dyzejinde
yakında,jakɯnda
sinirlendim,siniɾlendim
giyerler,ɡijeɾleɾ
tanedir,tanediɾ
yağsız,jaɰsɯz
yollayacak,jollajad͡ʒak
ses,ses
meslek,meslek
verilirse,veɾiliɾse
besleyelim,beslejelim
mallarının,mallaɾɯnɯn
kutusu,kutusu
yapılanlar,japɯlanlaɾ
kopmayacak,kopmajad͡ʒak
ev,ev
heykelini,hejkelini
kuşkuyu,kuʃkuju
türküye,tyɾkyje
koyabileceğimiz,kojabiled͡ʒeɰimiz
yarabbi,jaɾabbi
masum,masum
çıkartmıştı,t͡ʃɯkaɾtmɯʃtɯ
soyar,sojaɾ
ağırladı,aɰɯɾladɯ
resimlerini,ɾesimleɾini
yetişin,jetiʃin
sahtecilikler,sahted͡ʒilikleɾ
donuk,donuk
halatına,halatɯna
illegal,illeɡal
büyüttüğün,byjyttyɰyn
çıkıntıları,t͡ʃɯkɯntɯlaɾɯ
gelmektedir,ɡelmektediɾ
olamaz,olamaz
yararı,jaɾaɾɯ
ilanlardaki,ilanlaɾdaki
göstericim,ɡœsteɾid͡ʒim
doğa,doɰa
sinemada,sinemada
sarıyorum,saɾɯjoɾum
çöpe,t͡ʃœpe
annecikleri,anned͡ʒikleɾi
petrolü,petɾoly
anlarda,anlaɾda
sevdalısı,sevdalɯsɯ
boyuyla,bojujla
çare,t͡ʃaɾe
yeşil,jeʃil
dönemde,dœnemde
raporuna,ɾapoɾuna
öğretmenim,œɰɾetmenim
gitarlar,ɡitaɾlaɾ
tepkilerle,tepkileɾle
demişsin,demiʃsin
bulamamaları,bulamamalaɾɯ
dinliyor,dinlijoɾ
yönelmiş,jœnelmiʃ
ısı,ɯsɯ
yapıldıktan,japɯldɯktan
çevresinin,t͡ʃevɾesinin
geçirilmesiyle,ɡet͡ʃiɾilmesijle
bürosu,byɾosu
çalarak,t͡ʃalaɾak
herkese,heɾkese
akciğer,akd͡ʒiɰeɾ
sız,sɯz
gözümüzde,ɡœzymyzde
ortamda,oɾtamda
hücresine,hyd͡ʒɾesine
gazetenin,ɡazetenin
maçınız,mat͡ʃɯnɯz
kağıt,kaɰɯt
insana,insana
hücum,hyd͡ʒum
yapılaşmadan,japɯlaʃmadan
sorunca,soɾund͡ʒa
küfelik,kyfelik
bensiz,bensiz
zonlarına,zonlaɾɯna
iptal,iptal
berbat,beɾbat
beyi,beji
kurtarılabilirdi,kuɾtaɾɯlabiliɾdi
yankı,jankɯ
görevlisinin,ɡœɾevlisinin
kesilmesini,kesilmesini
alanının,alanɯnɯn
unsurları,unsuɾlaɾɯ
değişti,deɰiʃti
düşündüler,dyʃyndyleɾ
çalınır,t͡ʃalɯnɯɾ
çağrıldı,t͡ʃaɰɾɯldɯ
saatleri,saatleɾi
dunuz,dunuz
kasaba,kasaba
bırakacağım,bɯɾakad͡ʒaɰɯm
çalıştım,t͡ʃalɯʃtɯm
müjdeyi,myʒdeji
görüşlerden,ɡœɾyʃleɾden
statü,staty
giriştikleri,ɡiɾiʃtikleɾi
soruşturmaların,soɾuʃtuɾmalaɾɯn
mültecilerin,mylted͡ʒileɾin
nurlu,nuɾlu
halindeyken,halindejken
çalıştık,t͡ʃalɯʃtɯk
yaşamda,jaʃamda
kapsayıcı,kapsajɯd͡ʒɯ
uzaktaydılar,uzaktajdɯlaɾ
gazlamaz,ɡazlamaz
gemi,ɡemi
hazırlığı,hazɯɾlɯɰɯ
gümüş,ɡymyʃ
geçirmek,ɡet͡ʃiɾmek
ölünceye,œlynd͡ʒeje
kalkışırsanız,kalkɯʃɯɾsanɯz
konacak,konad͡ʒak
kalkışınca,kalkɯʃɯnd͡ʒa
canla,d͡ʒanla
tanıtımımız,tanɯtɯmɯmɯz
hakkı,hakkɯ
avucunuzun,avud͡ʒunuzun
akıcılık,akɯd͡ʒɯlɯk
tokat,tokat
yalvarır,jalvaɾɯɾ
çamur,t͡ʃamuɾ
sahtekârlar,sahtekâɾlaɾ
mezarına,mezaɾɯna
kaydetti,kajdetti
kısımdaki,kɯsɯmdaki
niyetlerle,nijetleɾle
amaçlarımın,amat͡ʃlaɾɯmɯn
kutlanması,kutlanmasɯ
ekmeklerine,ekmekleɾine
ümitliydi,ymitlijdi
düşünmenin,dyʃynmenin
atılmıştır,atɯlmɯʃtɯɾ
odalardır,odalaɾdɯɾ
kilometrelerce,kilometɾeleɾd͡ʒe
demelerin,demeleɾin
tesadüf,tesadyf
tutsağı,tutsaɰɯ
desteğine,desteɰine
dedeyle,dedejle
tazminat,tazminat
bestesini,bestesini
ifadeler,ifadeleɾ
sonsuza,sonsuza
organın,oɾɡanɯn
ustalıkla,ustalɯkla
adet,adet
çalışmış,t͡ʃalɯʃmɯʃ
gönderir,ɡœndeɾiɾ
müzakereleri,myzakeɾeleɾi
yenildi,jenildi
çayı,t͡ʃajɯ
parenteral,paɾenteɾal
eleştirilere,eleʃtiɾileɾe
demeye,demeje
hakaret,hakaɾet
atışları,atɯʃlaɾɯ
hayatlarını,hajatlaɾɯnɯ
forumuna,foɾumuna
kristal,kɾistal
artışlarının,aɾtɯʃlaɾɯnɯn
bileyen,bilejen
maruf,maɾuf
konumlandırılıyordu,konumlandɯɾɯlɯjoɾdu
yükseldiğini,jykseldiɰini
organizmada,oɾɡanizmada
görmelerine,ɡœɾmeleɾine
ölsek,œlsek
görmekten,ɡœɾmekten
sokağımızın,sokaɰɯmɯzɯn
muhtemel,muhtemel
topluma,topluma
bileklerinden,bilekleɾinden
şekerlerin,ʃekeɾleɾin
problemlerinin,pɾoblemleɾinin
hacı,had͡ʒɯ
kuruluşa,kuɾuluʃa
fennin,fennin
saman,saman
mümkündü,mymkyndy
yollayarak,jollajaɾak
çevirsem,t͡ʃeviɾsem
süslese,syslese
çağlarda,t͡ʃaɰlaɾda
girmesiyle,ɡiɾmesijle
demişler,demiʃleɾ
işlerini,iʃleɾini
mekân,mekân
biçimini,bit͡ʃimini
eğilinir,eɰiliniɾ
ölçütler,œlt͡ʃytleɾ
bağımlılığının,baɰɯmlɯlɯɰɯnɯn
yüzümüzü,jyzymyzy
ödü,œdy
canlısı,d͡ʒanlɯsɯ
oyları,ojlaɾɯ
gelecekti,ɡeled͡ʒekti
özetlenebilecek,œzetlenebiled͡ʒek
kadrolaşmaya,kadɾolaʃmaja
yıllarımızda,jɯllaɾɯmɯzda
soluğu,soluɰu
gülmemem,ɡylmemem
kabulüne,kabulyne
türbesini,tyɾbesini
asarak,asaɾak
maçı,mat͡ʃɯ
ustalarından,ustalaɾɯndan
geliyorlarmış,ɡelijoɾlaɾmɯʃ
devrime,devɾime
kurmuş,kuɾmuʃ
zannediyordum,zannedijoɾdum
dinlemiştim,dinlemiʃtim
belirtilmesi,beliɾtilmesi
heyecanı,hejed͡ʒanɯ
muş,muʃ
tarikatı,taɾikatɯ
devrettiği,devɾettiɰi
filminizi,filminizi
taze,taze
bahçe,baht͡ʃe
sunulacak,sunulad͡ʒak
kutuları,kutulaɾɯ
haritalarının,haɾitalaɾɯnɯn
yım,jɯm
ekseni,ekseni
sırasına,sɯɾasɯna
eserde,eseɾde
ayıralım,ajɯɾalɯm
kategorisindeyse,kateɡoɾisindejse
benzerlerinden,benzeɾleɾinden
ödenmesi,œdenmesi
değinmiş,deɰinmiʃ
şeylere,ʃejleɾe
kentinde,kentinde
üreticisi,yɾetid͡ʒisi
anısını,anɯsɯnɯ
merkezinden,meɾkezinden
sözümüz,sœzymyz
sonsuz,sonsuz
hocam,hod͡ʒam
çıkarlarını,t͡ʃɯkaɾlaɾɯnɯ
öncülüğünde,œnd͡ʒylyɰynde
çaresizce,t͡ʃaɾesizd͡ʒe
yüzdükleri,jyzdykleɾi
yanımdaydı,janɯmdajdɯ
savunmalar,savunmalaɾ
kaymakam,kajmakam
şiirleri,ʃiiɾleɾi
eksilirim,eksiliɾim
sloganlı,sloɡanlɯ
kısmında,kɯsmɯnda
peki,peki
korkudan,koɾkudan
demek,demek
yedek,jedek
atalarımızdan,atalaɾɯmɯzdan
etkinlik,etkinlik
babasından,babasɯndan
çarptı,t͡ʃaɾptɯ
sürekliliğini,syɾekliliɰini
sorun,soɾun
ulaşan,ulaʃan
kılavuzumuz,kɯlavuzumuz
kazanırız,kazanɯɾɯz
avukat,avukat
gazinodan,ɡazinodan
yavaş,javaʃ
karşılanırken,kaɾʃɯlanɯɾken
getiriyorsa,ɡetiɾijoɾsa
dağıtıldı,daɰɯtɯldɯ
tayin,tajin
esenliğini,esenliɰini
defteri,defteɾi
sınıfın,sɯnɯfɯn
aktarmış,aktaɾmɯʃ
getirilir,ɡetiɾiliɾ
suyuna,sujuna
goller,ɡolleɾ
manasız,manasɯz
makası,makasɯ
daldı,daldɯ
huzursuzluklar,huzuɾsuzluklaɾ
mezralarında,mezɾalaɾɯnda
bağlanır,baɰlanɯɾ
kızsınız,kɯzsɯnɯz
formülü,foɾmyly
kekleri,kekleɾi
çalışılmakta,t͡ʃalɯʃɯlmakta
alanında,alanɯnda
kaçar,kat͡ʃaɾ
mitingi,mitinɡi
yaşma,jaʃma
cevabını,d͡ʒevabɯnɯ
yaşamadıklarını,jaʃamadɯklaɾɯnɯ
sokağından,sokaɰɯndan
hatun,hatun
çalacaklardı,t͡ʃalad͡ʒaklaɾdɯ
çarpıyor,t͡ʃaɾpɯjoɾ
raflara,ɾaflaɾa
itiraz,itiɾaz
ağrısı,aɰɾɯsɯ
iltihabında,iltihabɯnda
bilmece,bilmed͡ʒe
ısıtılmış,ɯsɯtɯlmɯʃ
ayağımda,ajaɰɯmda
ortalıkta,oɾtalɯkta
yolmuşlar,jolmuʃlaɾ
yaptıklarını,japtɯklaɾɯnɯ
şanslı,ʃanslɯ
kremler,kɾemleɾ
rekoru,ɾekoɾu
masalarından,masalaɾɯndan
mantıksal,mantɯksal
üyeliğine,yjeliɰine
sürücüsü,syɾyd͡ʒysy
tutarında,tutaɾɯnda
müziği,myziɰi
aklım,aklɯm
milat,milat
sıcaklık,sɯd͡ʒaklɯk
dondurulması,donduɾulmasɯ
önlenmesinde,œnlenmesinde
örgü,œɾɡy
harcamalarında,haɾd͡ʒamalaɾɯnda
geldiklerini,ɡeldikleɾini
gerekliydi,ɡeɾeklijdi
köle,kœle
aşarak,aʃaɾak
kardeşlik,kaɾdeʃlik
hiyerogliften,hijeɾoɡliften
saklanacak,saklanad͡ʒak
adetmiş,adetmiʃ
bilemeyişimiz,bilemejiʃimiz
andı,andɯ
duymamış,dujmamɯʃ
basıncında,basɯnd͡ʒɯnda
dışındaki,dɯʃɯndaki
arkadaşın,aɾkadaʃɯn
dönüştürülmeye,dœnyʃtyɾylmeje
bölünmesi,bœlynmesi
dumanları,dumanlaɾɯ
demokrasinin,demokɾasinin
şallar,ʃallaɾ
dememize,dememize
derhâl,deɾhâl
bitmedikçe,bitmedikt͡ʃe
kontrolde,kontɾolde
seyredilir,sejɾediliɾ
zorlanıyor,zoɾlanɯjoɾ
bölmek,bœlmek
küçümsenmeyecek,kyt͡ʃymsenmejed͡ʒek
eskinin,eskinin
olamam,olamam
mimarilerinden,mimaɾileɾinden
standart,standaɾt
boyutunu,bojutunu
annemlerin,annemleɾin
tehlikeler,tehlikeleɾ
dönülmesini,dœnylmesini
kaput,kaput
talimat,talimat
değiştiğinde,deɰiʃtiɰinde
yağdı,jaɰdɯ
öncekiler,œnd͡ʒekileɾ
maddesidir,maddesidiɾ
gazetesinin,ɡazetesinin
saklanabiliyor,saklanabilijoɾ
gittiğimde,ɡittiɰimde
raporda,ɾapoɾda
hazırlamışız,hazɯɾlamɯʃɯz
projelerinin,pɾoʒeleɾinin
katılacak,katɯlad͡ʒak
şart,ʃaɾt
tahliyesi,tahlijesi
gözlüklü,ɡœzlykly
bulabildiğimiz,bulabildiɰimiz
sarımsakları,saɾɯmsaklaɾɯ
habersizdim,habeɾsizdim
dörtlüğe,dœɾtlyɰe
aşağıdakilerin,aʃaɰɯdakileɾin
düşünürken,dyʃynyɾken
gecede,ɡed͡ʒede
uyan,ujan
benzer,benzeɾ
özür,œzyɾ
elektrik,elektɾik
zeminde,zeminde
savurdu,savuɾdu
kişi,kiʃi
dum,dum
dinmedi,dinmedi
anlayışıyla,anlajɯʃɯjla
numune,numune
belirten,beliɾten
yayınları,jajɯnlaɾɯ
açılmasıdır,at͡ʃɯlmasɯdɯɾ
aracıdır,aɾad͡ʒɯdɯɾ
kararla,kaɾaɾla
konusuna,konusuna
edilirdi,ediliɾdi
çekinmemeli,t͡ʃekinmemeli
yerleştirdiği,jeɾleʃtiɾdiɰi
tarzı,taɾzɯ
girilir,ɡiɾiliɾ
toplumların,toplumlaɾɯn
yazlığa,jazlɯɰa
adreste,adɾeste
gerçekleşse,ɡeɾt͡ʃekleʃse
başlamasını,baʃlamasɯnɯ
akıl,akɯl
karşılaştığı,kaɾʃɯlaʃtɯɰɯ
yükselmesinin,jykselmesinin
rövanş,ɾœvanʃ
akışkan,akɯʃkan
bıraktığıma,bɯɾaktɯɰɯma
iradenin,iɾadenin
yerleşmiş,jeɾleʃmiʃ
gerekenleri,ɡeɾekenleɾi
kurtarılmalıdır,kuɾtaɾɯlmalɯdɯɾ
çığlığa,t͡ʃɯɰlɯɰa
yapışır,japɯʃɯɾ
açısının,at͡ʃɯsɯnɯn
dövülerek,dœvyleɾek
tahtanın,tahtanɯn
noktada,noktada
si,si
üretimine,yɾetimine
lık,lɯk
kurtuluş,kuɾtuluʃ
girişindedir,ɡiɾiʃindediɾ
soylunun,sojlunun
dönülür,dœnylyɾ
kaybedişler,kajbediʃleɾ
geceleri,ɡed͡ʒeleɾi
lokantada,lokantada
bitişiğindeki,bitiʃiɰindeki
unsurlardan,unsuɾlaɾdan
bozmadan,bozmadan
ihanetini,ihanetini
vajinal,vaʒinal
ihtiraslarım,ihtiɾaslaɾɯm
mevsimlerin,mevsimleɾin
kurmayı,kuɾmajɯ
kurtarmış,kuɾtaɾmɯʃ
veri,veɾi
sorulmadan,soɾulmadan
eksiklikleriyle,eksiklikleɾijle
doğuya,doɰuja
surette,suɾette
darlık,daɾlɯk
trafiği,tɾafiɰi
oluşan,oluʃan
titremez,titɾemez
tutunmak,tutunmak
rakibini,ɾakibini
megafonla,meɡafonla
dişlerinde,diʃleɾinde
ulaştıktan,ulaʃtɯktan
paylaşmalar,pajlaʃmalaɾ
ordusu,oɾdusu
koşulu,koʃulu
olanıydı,olanɯjdɯ
arabası,aɾabasɯ
yengeme,jenɡeme
üzülen,yzylen
yönettiğini,jœnettiɰini
zeytin,zejtin
açıkhava,at͡ʃɯkhava
kg,kɡ
getirildiğini,ɡetiɾildiɰini
bozacının,bozad͡ʒɯnɯn
hayalleri,hajalleɾi
kavramdan,kavɾamdan
söyleyeyim,sœjlejejim
üstte,ystte
sevmesinden,sevmesinden
memlekettir,memlekettiɾ
biberini,bibeɾini
aşağılarda,aʃaɰɯlaɾda
doğruluyor,doɰɾulujoɾ
alınırsa,alɯnɯɾsa
izleyebileceğini,izlejebiled͡ʒeɰini
kurabiyeleri,kuɾabijeleɾi
yapımını,japɯmɯnɯ
bahsedecek,bahseded͡ʒek
becerdiğim,bed͡ʒeɾdiɰim
tapan,tapan
mark,maɾk
dengeler,denɡeleɾ
veriştirirler,veɾiʃtiɾiɾleɾ
dönüyor,dœnyjoɾ
ağrıları,aɰɾɯlaɾɯ
mumların,mumlaɾɯn
ilgisizlikten,ilɡisizlikten
rastlanır,ɾastlanɯɾ
kazanayurmuş,kazanajuɾmuʃ
doktorlarla,doktoɾlaɾla
yansıttığından,jansɯttɯɰɯndan
buldularsa,buldulaɾsa
öğrencilerinden,œɰɾend͡ʒileɾinden
nerede,neɾede
istikametinde,istikametinde
duruyordu,duɾujoɾdu
başlatacaklarını,baʃlatad͡ʒaklaɾɯnɯ
araçları,aɾat͡ʃlaɾɯ
kararın,kaɾaɾɯn
kardeşin,kaɾdeʃin
sıralardan,sɯɾalaɾdan
koruma,koɾuma
yönetirim,jœnetiɾim
enkazına,enkazɯna
harekâtı,haɾekâtɯ
albümünün,albymynyn
kırılıyordu,kɯɾɯlɯjoɾdu
gözünü,ɡœzyny
bununla,bununla
olayıdır,olajɯdɯɾ
ellerindeki,elleɾindeki
gazeteyi,ɡazeteji
birliğe,biɾliɰe
duymadıklarını,dujmadɯklaɾɯnɯ
sanayiinde,sanajiinde
filmlerini,filmleɾini
sergisinden,seɾɡisinden
etmeyi,etmeji
şarkısı,ʃaɾkɯsɯ
niyetine,nijetine
sorunumuzu,soɾunumuzu
uyur,ujuɾ
gerekenlerin,ɡeɾekenleɾin
büyütür,byjytyɾ
iznine,iznine
kahretsin,kahɾetsin
yankısını,jankɯsɯnɯ
düzeni,dyzeni
yakınıma,jakɯnɯma
doluluğun,doluluɰun
kentlerimizde,kentleɾimizde
hücreden,hyd͡ʒɾeden
güvenin,ɡyvenin
alınabilecek,alɯnabiled͡ʒek
çıkmamış,t͡ʃɯkmamɯʃ
haziran,haziɾan
ciddiyet,d͡ʒiddijet
geçilerek,ɡet͡ʃileɾek
öğretiyordum,œɰɾetijoɾdum
suratlı,suɾatlɯ
vişneleri,viʃneleɾi
ahbap,ahbap
